neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.647,cg06119400,16,54958159,ENSG00000245694,LOC101927480,nan
2.447,cg21985441,16,55070124,-,,nan
2.85,cg07468305,16,56334315,ENSG00000087258,GNAO1,Toxoplasmosis;Chagas disease (American trypanosomiasis);Alcoholism;Morphine addiction;Oxytocin signaling pathway;Melanogenesis;Estrogen signaling pathway;Long-term depression;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Rap1 signaling pathway
2.261,cg03475322,16,56358501,ENSG00000087258,GNAO1,Toxoplasmosis;Chagas disease (American trypanosomiasis);Alcoholism;Morphine addiction;Oxytocin signaling pathway;Melanogenesis;Estrogen signaling pathway;Long-term depression;Dopaminergic synapse;GABAergic synapse;Serotonergic synapse;Cholinergic synapse;Glutamatergic synapse;Retrograde endocannabinoid signaling;Circadian entrainment;Rap1 signaling pathway
2.294,cg22251141,16,56597572,ENSG00000102891,MT4,nan
2.363,cg12918789,16,56599006,ENSG00000102891,MT4,nan
2.251,cg24741439,16,56611411,-,,nan
4.069,cg15843675,16,56622936,ENSG00000087250,MT3,nan
2.538,cg17675018,16,56625817,ENSG00000087250,MT3,nan
2.237,cg01942394,16,56641998,ENSG00000125148,MT2A,Mineral absorption
3.053,cg26904210,16,56693048,ENSG00000198417,MT1F,Mineral absorption
3.15,cg03585823,16,56693070,ENSG00000198417,MT1F,Mineral absorption
2.419,cg06766639,16,56742696,ENSG00000261302,LOC105371286,nan
2.379,cg05470939,16,56898573,ENSG00000070915,SLC12A3,nan
2.579,cg24820204,16,56933826,ENSG00000070915,SLC12A3,nan
2.582,cg05426042,16,56955338,-,,nan
2.415,cg05700681,16,57392764,ENSG00000102962,CCL22,Chemokine signaling pathway;Cytokine-cytokine receptor interaction
2.429,cg05724197,16,57406044,ENSG00000006210,CX3CL1,TNF signaling pathway;Chemokine signaling pathway;Cytokine-cytokine receptor interaction
2.575,cg01874730,16,57406425,ENSG00000006210,CX3CL1,TNF signaling pathway;Chemokine signaling pathway;Cytokine-cytokine receptor interaction
2.642,cg12796374,16,57564407,ENSG00000135736,CCDC102A,nan
2.934,cg08059883,16,57655110,ENSG00000205336,ADGRG1,nan
2.289,cg05305099,16,57657514,ENSG00000205336,ADGRG1,nan
2.954,cg13355857,16,57869579,ENSG00000140859,KIFC3,nan
3.161,cg15066224,16,57945059,ENSG00000070729,CNGB1,Phototransduction;Olfactory transduction;cAMP signaling pathway;cGMP-PKG signaling pathway
2.471,cg04370442,16,58019866,ENSG00000159648,TEPP,nan
3.036,cg15116469,16,58256624,ENSG00000260867,ENSG00000260867,nan
2.42,cg18193381,16,58453255,ENSG00000260186,ENSG00000260186,nan
3.026,cg16090056,16,58586898,ENSG00000125107,CNOT1,RNA degradation
2.26,cg17437960,16,58672446,-,,nan
2.623,cg26834627,16,58686097,-,,nan
3.234,cg01602001,16,65104932,ENSG00000140937,CDH11,nan
2.478,cg01808603,16,66408919,ENSG00000179776,CDH5,Fluid shear stress and atherosclerosis;Leukocyte transendothelial migration;Cell adhesion molecules (CAMs)
2.531,cg05515244,16,66413050,ENSG00000179776,CDH5,Fluid shear stress and atherosclerosis;Leukocyte transendothelial migration;Cell adhesion molecules (CAMs)
2.553,cg13752448,16,66542201,ENSG00000166548,TK2,Metabolic pathways;Drug metabolism - other enzymes;Pyrimidine metabolism
2.232,cg18309955,16,66557806,ENSG00000166548,TK2,Metabolic pathways;Drug metabolism - other enzymes;Pyrimidine metabolism
2.32,cg07998288,16,66771973,ENSG00000135720,DYNC1LI2,Autoimmune thyroid disease;Herpes simplex infection;Influenza A;Measles;Hepatitis B;Hepatitis C;Tuberculosis;Salmonella infection;Vasopressin-regulated water reabsorption;Natural killer cell mediated cytotoxicity;Jak-STAT signaling pathway;Cytosolic DNA-sensing pathway;RIG-I-like receptor signaling pathway;NOD-like receptor signaling pathway;Toll-like receptor signaling pathway;PI3K-Akt signaling pathway;Phagosome;Cytokine-cytokine receptor interaction
3.405,cg24738274,16,67022428,ENSG00000172824,CES4A,nan
2.297,cg13973666,16,67097046,ENSG00000067955,CBFB,nan
2.403,cg06356838,16,67318674,ENSG00000168676,KCTD19,nan
2.249,cg12856865,16,67359039,ENSG00000168676,KCTD19,nan
2.834,cg18281107,16,67443389,ENSG00000159714,ZDHHC1,nan
2.305,cg19767436,16,67496989,ENSG00000159720,ATP6V0D1,Rheumatoid arthritis;Viral carcinogenesis;Tuberculosis;Epithelial cell signaling in Helicobacter pylori infection;Vibrio cholerae infection;Collecting duct acid secretion;Synaptic vesicle cycle;Phagosome;Lysosome;Metabolic pathways;Oxidative phosphorylation
2.23,cg24527003,16,67559441,ENSG00000039523,RIPOR1,nan
2.95,cg15702665,16,67869176,ENSG00000102901,CENPT,nan
2.918,cg06905224,16,67954088,ENSG00000159792,PSKH1,nan
2.337,cg26675485,16,67968879,ENSG00000213398,LCAT,Glycerophospholipid metabolism
3.491,cg25972938,16,67995561,ENSG00000124067,SLC12A4,nan
2.29,cg10096215,16,68034002,ENSG00000167261,DPEP2,nan
2.281,cg02184558,16,68104456,ENSG00000167264,DUS2,nan
2.618,cg27607843,16,68125182,ENSG00000072736,NFATC3,HTLV-I infection;Hepatitis B;Oxytocin signaling pathway;B cell receptor signaling pathway;T cell receptor signaling pathway;Th17 cell differentiation;Th1 and Th2 cell differentiation;Axon guidance;Wnt signaling pathway;cGMP-PKG signaling pathway;MAPK signaling pathway
2.267,cg26843401,16,68278423,ENSG00000103066,PLA2G15,Lysosome;Glycerophospholipid metabolism
2.477,cg19148032,16,68320536,ENSG00000103064,SLC7A6,nan
2.318,cg15658907,16,68358061,ENSG00000132600,PRMT7,nan
2.486,cg08371223,16,68443138,ENSG00000103056,SMPD3,Metabolic pathways;Sphingolipid metabolism
2.37,cg01801417,16,68532932,-,,nan
2.755,cg06575065,16,68676743,ENSG00000062038,CDH3,Cell adhesion molecules (CAMs)
2.273,cg18836697,16,68681483,ENSG00000062038,CDH3,Cell adhesion molecules (CAMs)
3.326,cg27158134,16,68964311,ENSG00000103047,TANGO6,nan
2.235,cg26681064,16,69074332,ENSG00000103047,TANGO6,nan
2.489,cg07413957,16,69478081,ENSG00000103018,CYB5B,nan
2.832,cg27456203,16,69924616,ENSG00000198373,WWP2,Ubiquitin mediated proteolysis
2.241,cg16341385,16,70125181,-,,nan
2.648,cg09204626,16,70403452,ENSG00000168872,DDX19A,nan
2.293,cg07139162,16,70465351,ENSG00000157350,ST3GAL2,Metabolic pathways;Glycosphingolipid biosynthesis - ganglio series;Glycosphingolipid biosynthesis - globo and isoglobo series;Glycosaminoglycan biosynthesis - keratan sulfate;Mucin type O-glycan biosynthesis
2.26,cg01389386,16,70471055,ENSG00000157350,ST3GAL2,Metabolic pathways;Glycosphingolipid biosynthesis - ganglio series;Glycosphingolipid biosynthesis - globo and isoglobo series;Glycosaminoglycan biosynthesis - keratan sulfate;Mucin type O-glycan biosynthesis
2.863,cg10364459,16,70507094,ENSG00000157353,FUK,Bile secretion;Insulin resistance;PPAR signaling pathway;Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Primary bile acid biosynthesis;Fructose and mannose metabolism
2.387,cg23565168,16,70586768,ENSG00000189091,SF3B3,Spliceosome
2.282,cg10715028,16,70595581,ENSG00000189091,SF3B3,Spliceosome
2.458,cg09955097,16,70725120,ENSG00000103043,VAC14,Viral carcinogenesis;HTLV-I infection
2.271,cg04458219,16,70736032,ENSG00000103043,VAC14,Viral carcinogenesis;HTLV-I infection
2.438,cg08201451,16,70760142,ENSG00000103043,VAC14,Viral carcinogenesis;HTLV-I infection
2.545,cg15590897,16,70837763,ENSG00000103043,VAC14,Viral carcinogenesis;HTLV-I infection
3.622,cg08596472,16,70887650,ENSG00000157423,ENSG00000157423,nan
2.404,cg02504734,16,70955865,ENSG00000157423,ENSG00000157423,nan
2.478,cg14670755,16,71323961,ENSG00000180917,ENSG00000180917,Ribosome
2.282,cg18188134,16,71757035,ENSG00000040199,PHLPP2,PI3K-Akt signaling pathway
2.416,cg05708656,16,71792305,ENSG00000166747,AP1G1,Lysosome
2.311,cg10775849,16,72957911,ENSG00000140836,ZFHX3,Signaling pathways regulating pluripotency of stem cells
2.508,cg09837951,16,72958530,ENSG00000140836,ZFHX3,Signaling pathways regulating pluripotency of stem cells
2.376,cg07811261,16,73116575,-,,nan
2.42,cg22268309,16,73364020,-,,nan
4.433,cg06758833,16,73575220,ENSG00000260848,ENSG00000260848,nan
2.259,cg26200734,16,73768983,-,,nan
2.606,cg13199913,16,74775174,ENSG00000103089,FA2H,nan
2.361,cg04767705,16,74864558,-,,nan
2.278,cg05828191,16,75019382,ENSG00000103091,WDR59,mTOR signaling pathway
2.844,cg27641961,16,75097037,ENSG00000186187,ZNRF1,nan
2.229,cg26802786,16,75227085,ENSG00000213318,ENSG00000213318,nan
2.72,cg07867517,16,75520165,ENSG00000183196,CHST6,Glycosaminoglycan biosynthesis - keratan sulfate
2.441,cg05980719,16,75788403,ENSG00000166848,TERF2IP,nan
2.645,cg23336815,16,76704600,-,,nan
2.447,cg02660552,16,77393234,ENSG00000140873,ADAMTS18,nan
2.307,cg01398575,16,77896556,ENSG00000171724,VAT1L,nan
2.667,cg26402356,16,79123059,ENSG00000186153,WWOX,nan
2.506,cg17251643,16,79123609,ENSG00000186153,WWOX,nan
2.691,cg01712742,16,79629493,ENSG00000178573,MAF,Inflammatory bowel disease (IBD);Transcriptional misregulation in cancer;Th1 and Th2 cell differentiation
2.493,cg17674805,16,79882754,-,,nan
2.266,cg06480654,16,80074762,ENSG00000260237,ENSG00000260237,nan
2.868,cg13681929,16,81222729,ENSG00000166473,PKD1L2,nan
2.247,cg04448709,16,81349954,ENSG00000261609,GAN,nan
2.342,cg09812467,16,81682598,ENSG00000153815,CMIP,nan
2.888,cg12750772,16,81694726,ENSG00000153815,CMIP,nan
2.358,cg10191399,16,81727056,ENSG00000153815,CMIP,nan
2.238,cg21987238,16,81770775,ENSG00000261218,ENSG00000261218,nan
2.93,cg14285782,16,81772853,ENSG00000261218,ENSG00000261218,nan
2.246,cg19838384,16,81786066,ENSG00000261218,ENSG00000261218,nan
2.718,cg02495949,16,81947912,ENSG00000197943,PLCG2,Non-small cell lung cancer;Glioma;MicroRNAs in cancer;Proteoglycans in cancer;Pathways in cancer;Epstein-Barr virus infection;Epithelial cell signaling in Helicobacter pylori infection;Vibrio cholerae infection;AGE-RAGE signaling pathway in diabetic complications;Thyroid hormone signaling pathway;Inflammatory mediator regulation of TRP channels;Olfactory transduction;Neurotrophin signaling pathway;Leukocyte transendothelial migration;Fc gamma R-mediated phagocytosis;Fc epsilon RI signaling pathway;B cell receptor signaling pathway;Natural killer cell mediated cytotoxicity;Platelet activation;Osteoclast differentiation;VEGF signaling pathway;Axon guidance;Phospholipase D signaling pathway;Phosphatidylinositol signaling system;HIF-1 signaling pathway;NF-kappa B signaling pathway;Calcium signaling pathway;Ras signaling pathway;ErbB signaling pathway;EGFR tyrosine kinase inhibitor resistance;Metabolic pathways;Inositol phosphate metabolism
2.592,cg24052631,16,83546866,ENSG00000140945,CDH13,nan
2.288,cg03173748,16,83760849,ENSG00000140945,CDH13,nan
3.489,cg07692466,16,83839902,ENSG00000230989,HSBP1,nan
3.015,cg07637375,16,84210542,ENSG00000103168,TAF1C,nan
2.555,cg16683043,16,84214784,ENSG00000103168,TAF1C,nan
2.235,cg02741056,16,84347783,ENSG00000103175,WFDC1,nan
2.91,cg16386383,16,84394008,-,,nan
2.836,cg23453589,16,84439786,ENSG00000064270,ATP2C2,nan
2.294,cg06054278,16,84737663,ENSG00000103194,USP10,nan
2.863,cg05871405,16,84793054,ENSG00000103194,USP10,nan
2.749,cg13832817,16,84861740,ENSG00000103196,CRISPLD2,nan
2.869,cg03430116,16,85083564,ENSG00000135709,KIAA0513,nan
2.679,cg14617375,16,85284667,-,,nan
2.531,cg03177120,16,85286410,-,,nan
2.469,cg00834923,16,85393998,ENSG00000261567,,nan
2.358,cg19187378,16,85987346,-,,nan
2.713,cg22773316,16,86076690,-,,nan
2.291,cg00497735,16,86364736,ENSG00000168367,LINC00917,nan
2.24,cg09941601,16,86606899,ENSG00000176692,FOXC2,nan
2.83,cg06114987,16,86611714,ENSG00000176678,FOXL1,nan
2.646,cg16130665,16,86658872,-,,nan
2.289,cg20995534,16,86671098,ENSG00000260387,ENSG00000260387,nan
2.786,cg02235026,16,86784565,-,,nan
2.531,cg09550945,16,86806068,-,,nan
2.329,cg01329973,16,86912065,-,,nan
2.928,cg21329936,16,86916344,-,,nan
2.463,cg03233972,16,87167395,ENSG00000260456,C16ORF95,nan
2.98,cg15288014,16,87340012,ENSG00000260456,C16ORF95,nan
2.338,cg17854811,16,87753701,ENSG00000104731,KLHDC4,nan
3.04,cg01162224,16,87855236,-,,nan
2.699,cg00025439,16,87856450,-,,nan
2.964,cg27467238,16,87868525,ENSG00000103257,SLC7A5,Central carbon metabolism in cancer;mTOR signaling pathway
2.255,cg09285525,16,87869786,ENSG00000103257,SLC7A5,Central carbon metabolism in cancer;mTOR signaling pathway
2.312,cg03879320,16,87890567,ENSG00000103257,SLC7A5,Central carbon metabolism in cancer;mTOR signaling pathway
2.967,cg14170627,16,87929406,ENSG00000174990,CA5A,Nitrogen metabolism
2.837,cg16727774,16,87958281,ENSG00000174990,CA5A,Nitrogen metabolism
2.335,cg05990891,16,87981950,ENSG00000172530,BANP,nan
2.396,cg26894673,16,88177780,-,,nan
2.453,cg06844845,16,88349881,-,,nan
3.072,cg04890560,16,88459527,-,,nan
2.268,cg01935405,16,88569083,ENSG00000179588,ZFPM1,nan
2.223,cg19790294,16,88717755,ENSG00000051523,CYBA,Fluid shear stress and atherosclerosis;Leishmaniasis;Leukocyte transendothelial migration;NOD-like receptor signaling pathway;Osteoclast differentiation;Phagosome
2.6,cg16107648,16,88767068,ENSG00000158717,RNF166,nan
2.672,cg00211208,16,88770157,ENSG00000174177,CTU2,Sulfur relay system
2.645,cg07995319,16,88807687,ENSG00000103335,PIEZO1,nan
2.264,cg04566534,16,88844415,ENSG00000103335,PIEZO1,nan
2.263,cg07731312,16,88887321,ENSG00000141012,GALNS,Lysosome;Metabolic pathways;Glycosaminoglycan degradation
2.325,cg04364752,16,88906534,ENSG00000141012,GALNS,Lysosome;Metabolic pathways;Glycosaminoglycan degradation
2.279,cg24956868,16,88946180,ENSG00000129993,CBFA2T3,nan
2.291,cg25748116,16,88949579,ENSG00000129993,CBFA2T3,nan
2.228,cg06592860,16,88969627,ENSG00000129993,CBFA2T3,nan
2.39,cg24208604,16,88976160,ENSG00000129993,CBFA2T3,nan
2.295,cg00169897,16,89098782,-,,nan
3.825,cg00793562,16,89114089,ENSG00000256982,ENSG00000256982,nan
2.485,cg00685614,16,89118838,ENSG00000256982,ENSG00000256982,nan
2.467,cg19669531,16,89182231,ENSG00000176715,ACSF3,"Valine, leucine and isoleucine degradation"
2.306,cg07192734,16,89185789,ENSG00000176715,ACSF3,"Valine, leucine and isoleucine degradation"
2.486,cg27226538,16,89207553,ENSG00000176715,ACSF3,"Valine, leucine and isoleucine degradation"
2.751,cg06408710,16,89332265,ENSG00000167522,ANKRD11,nan
3.239,cg05398940,16,89351098,ENSG00000167522,ANKRD11,nan
2.307,cg27247807,16,89387225,ENSG00000167522,ANKRD11,nan
2.473,cg26481727,16,89410474,ENSG00000167522,ANKRD11,nan
2.383,cg13629304,16,89497043,ENSG00000167522,ANKRD11,nan
2.797,cg09300089,16,89539230,ENSG00000167522,ANKRD11,nan
2.324,cg02034447,16,89574710,ENSG00000197912,SPG7,nan
3.281,cg22982157,16,89601214,ENSG00000197912,SPG7,nan
2.709,cg16752236,16,89616888,ENSG00000197912,SPG7,nan
2.772,cg18555348,16,89683166,ENSG00000015413,DPEP1,nan
2.503,cg26563737,16,89725269,ENSG00000131165,CHMP1A,Endocytosis
3.303,cg07835443,16,89734986,ENSG00000167523,SPATA33,nan
2.267,cg07705021,16,89806516,ENSG00000158805,ZNF276,nan
2.924,cg06513470,16,90066769,ENSG00000003249,DBNDD1,nan
2.557,cg25104520,16,90074220,ENSG00000003249,DBNDD1,nan
2.612,cg02405929,17,42859,ENSG00000273172,ENSG00000273172,nan
2.511,cg09851989,17,55235,-,,nan
2.269,cg20652871,17,170770,ENSG00000181031,ENSG00000181031,nan
3.098,cg00214566,17,263918,ENSG00000187624,ENSG00000187624,nan
2.935,cg09341463,17,263921,ENSG00000187624,ENSG00000187624,nan
2.948,cg26945880,17,595562,ENSG00000141252,ENSG00000141252,nan
2.652,cg18126980,17,663411,ENSG00000167699,GLOD4,nan
2.386,cg18634637,17,686357,ENSG00000167699,GLOD4,nan
2.801,cg26713109,17,754463,ENSG00000167693,ENSG00000167693,nan
2.605,cg15132165,17,773137,ENSG00000167693,ENSG00000167693,nan
2.575,cg10626391,17,883112,ENSG00000167693,ENSG00000167693,nan
2.6,cg09639964,17,909300,ENSG00000159842,ENSG00000159842,nan
2.684,cg26013733,17,928851,ENSG00000159842,ENSG00000159842,nan
2.302,cg11230760,17,1058210,ENSG00000159842,ENSG00000159842,nan
2.959,cg06427816,17,1090326,ENSG00000235361,ENSG00000235361,nan
2.284,cg06742476,17,1350629,ENSG00000167193,CRK,Chronic myeloid leukemia;Renal cell carcinoma;MicroRNAs in cancer;Pathways in cancer;Shigellosis;Bacterial invasion of epithelial cells;Insulin signaling pathway;Regulation of actin cytoskeleton;Neurotrophin signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Chemokine signaling pathway;Rap1 signaling pathway;ErbB signaling pathway;MAPK signaling pathway
3.002,cg13178709,17,1422473,ENSG00000174238,PITPNA,nan
2.239,cg00120783,17,1472873,ENSG00000167703,ENSG00000167703,nan
2.333,cg01148127,17,1478604,ENSG00000167703,ENSG00000167703,nan
2.677,cg04204452,17,1479213,ENSG00000167703,ENSG00000167703,nan
3.855,cg23245952,17,1543952,ENSG00000074660,ENSG00000074660,nan
2.429,cg19540466,17,1650596,ENSG00000167711,SERPINF2,Complement and coagulation cascades
2.617,cg13199620,17,1673002,ENSG00000132386,ENSG00000132386,nan
3.077,cg04207549,17,1841208,ENSG00000185924,RTN4RL1,nan
2.727,cg09892015,17,1916641,ENSG00000185924,RTN4RL1,nan
2.351,cg01807702,17,1920029,ENSG00000185924,RTN4RL1,nan
3.026,cg27337217,17,1992876,ENSG00000070366,SMG6,mRNA surveillance pathway
2.682,cg23403980,17,2060623,ENSG00000070366,SMG6,mRNA surveillance pathway
2.258,cg21287519,17,2251062,ENSG00000141258,SGSM2,nan
2.729,cg10557274,17,2640379,ENSG00000261963,ENSG00000261963,nan
2.397,cg07169873,17,2652559,ENSG00000221200,MIR1253,nan
2.541,cg10587449,17,2654874,ENSG00000221200,MIR1253,nan
2.579,cg16037981,17,2700093,ENSG00000132359,RAP1GAP2,nan
2.888,cg22675660,17,2827599,ENSG00000132359,RAP1GAP2,nan
2.254,cg20297360,17,2976098,-,,nan
2.731,cg17416552,17,3315105,-,,nan
2.674,cg11103049,17,3433632,ENSG00000167723,TRPV3,Inflammatory mediator regulation of TRP channels
3.216,cg13775466,17,3506989,ENSG00000197417,SHPK,nan
2.389,cg20435125,17,3563778,ENSG00000040531,CTNS,Lysosome
2.302,cg14233448,17,3644317,ENSG00000083457,ITGAE,Regulation of actin cytoskeleton
2.387,cg18936997,17,3677003,ENSG00000083457,ITGAE,Regulation of actin cytoskeleton
2.449,cg20692730,17,3844423,ENSG00000074370,ATP2A3,Alzheimer's disease;Pancreatic secretion;cGMP-PKG signaling pathway;Calcium signaling pathway
2.334,cg13561792,17,3850285,ENSG00000074370,ATP2A3,Alzheimer's disease;Pancreatic secretion;cGMP-PKG signaling pathway;Calcium signaling pathway
2.505,cg07507115,17,4092877,ENSG00000185722,ANKFY1,nan
2.84,cg01590823,17,4258663,ENSG00000132388,UBE2G1,Parkinson's disease;Protein processing in endoplasmic reticulum;Ubiquitin mediated proteolysis
2.691,cg01768686,17,4337111,ENSG00000182557,SPNS3,nan
2.352,cg21004604,17,4378085,ENSG00000182557,SPNS3,nan
2.716,cg13099545,17,4424077,ENSG00000183018,SPNS2,nan
2.464,cg19822892,17,4507469,ENSG00000188176,SMTNL2,nan
2.458,cg10783879,17,4507811,ENSG00000188176,SMTNL2,nan
2.546,cg03609661,17,4513314,ENSG00000188176,SMTNL2,nan
2.292,cg10478584,17,4549127,ENSG00000161905,ALOX15,Serotonergic synapse;Metabolic pathways;Linoleic acid metabolism;Arachidonic acid metabolism
2.237,cg08421353,17,4637092,ENSG00000161920,MED11,nan
